,Unnamed: 0,text,target
479,528,from jiminqmindbisonmbca jim jaworski subject re how many read scispace organization the inquiring mind bbs  1 204 4881607 lines 36  rbordenuglyuvicca ross  borden writes   in article 734850108f00002permanetorg markpradop2f349n109z1permane    one could go on and on and on here but i wonder  how  many people read scispace and of what powerinfluence are  these individuals    9quick  everyone who sees this post a reply that says    999hey i read scispace    then we can count them and find out how many there are   this will also help answer that nagging question just what is  the maximum bandwidth of the internet anyways    as an amateur radio operator vhf 2metres i like to keep up with what is  going up and for that matter what is coming down too   in about 30 days i have learned alot about satellites current future and  past all the way back to vanguard series and up to astro d observatory  space  i borrowed a book from the library called weater satellites i  think it has a photo of the earth with a tiros type satellite on it   i would like to build a model or have a large color poster of one of the  tiros satellites i think there are places in the usa that sell them itos is my favorite looking satellite followed by amsatoscar 13  ao13   ttyl 73 jim  jiminqmindbisonmbca the inquiring mind bbs winnipeg manitoba  204 4881607 ,2
480,511,subject re death penalty was re political athei from shamcsarizonaedu shamim zvonko mohamed organization u of arizona cs dept tucson lines 29  in article 1993apr1915112014068abofi mandtbackafinaboabofi mats andtbacka writes in 9304191251459o3rusnewsw165wmantiscouk mathew writes  i wonder if noam chomsky is reading this        i could be wrong but is he actually talking about outright government control of the media aka censorship        if he doesnt any quick onestopshopping reference to his works thatll tell me in short what he does argue for  manufacturing consent a film about the media you alternative movie source may have this or to book it in your local alternative theatre contact  films transit  international sales jan rofekamp 402 notre dame e montreal quebec canada h2y 1c8 tel 514 8443358  fax 514 8447298 telex 5560074 filmtransmtl  us readers call zeitgeist films at 212 274 1989  s    shamim mohamed  uunetnoaocmcl2arizonashamim  shamimcsarizonaedu   take this cross and garlic heres a mezuzah if hes jewish a page of the     koran if hes a muslim and if hes a zen buddhist youre on your own    member of the league for programming freedom  write to lpfuunetuunet ,0
481,211,from baalkekelvinjplnasagov ron baalke subject mars observer update  042393 organization jet propulsion laboratory lines 48 distribution world nntppostinghost kelvinjplnasagov keywords mars observer jpl newssoftware vaxvms vnews 141      forwarded from the mars observer project                         mars observer status report                              april 23 1993                               1000 am pdt  flight sequence c8 is active the spacecraft subsystems and instrument payload performing well in array normal spin and outer cruise configuration with uplink and downlink via the high gain antenna uplink at 125 bps downlink at the 2 k engineering data rate  as a result of the spacecraft entering contingency mode on april 9 all payload instruments were automatically powered off by onboard fault protection software  gamma ray spectrometer random access memory was successfully reloaded on monday april 19  to prepare for magnetometer calibrations which were rescheduled for execution in flight sequence c9 on tuesday and wednesday of next week a reload of payload data system random access memory will take place this morning beginning at 1030 am  over this weekend the flight team will send realtime commands to perform differential oneway ranging to obtain additional data for analysis by the navigation team  radio science ultra stable oscillator testing will take place on monday   the flight sequence c9 uplink will occur on sunday april 25 with activation at midnight monday evening april 26  c9 has been modified to include magnetometer calibrations which could not be performed in c8 due to contingency mode entry on april 9  these magnetometer instrument calibrations will allow the instrument team to better characterize the spacecraftgenerated magnetic field and its effect on their instrument this information is critical to martian magnetic field measurements which occur during approach and mapping phases mag cals will require the sequence to command the spacecraft out of array normal spin state and perform slew and roll maneuvers to provide the mag team data points in varying spacecraft attitudes and orientations  today the spacecraft is 22971250 km 14273673 mi from mars travelling at a velocity of 209 kilometerssecond 4677 mph with respect to mars  oneway light time is approximately 10 minutes 38 seconds                                ron baalke          baalkekelvinjplnasagov                    jet propulsion lab               ms 5253684 telos  the aweto from new zealand             pasadena ca 91109  is part caterpillar and                                part vegetable  ,2
482,695,from  clubspektrmsksu koltovoy nikolay alexeevich subject newsrelist or image processing systems distribution eunet replyto clubspektrmsksu organization moscow scientific industrial ass spectrum lines 137          moscow scientific inductrial association spectrum offer        videoscan vision system for pcatwich include software and set of        controllers                       software              for support videoscan family program kit was developed kit        includes more then 200 different functions for image processing             kit works in the interactive regime and has include help for        non professional users             there are next possibility         input frame by any board of videoscan family         read  white image to  from disk         print image on the printer         makes arithmetic with 2 frames         filter image         work with gistogramme         edit image         include users exe modules                       controller vs9         the function of vs9 controller is to load tvimages into  pcat        vs9 controller allows one to load a fragment of the tvframe from        a field of 724x600 pixels        the clock rate is 147 mhz when loading an image with 512 pixel in        the line and 74 mhz when loading a 256 pixels image this        provides the equal pixel size of input image in both horizontal        and vertical directions        the number of gray levels in any input modes is 256        video signal capture time  25s                       controller vs52         the purpose of the controller is to enter the tv images into a ibm        pc at or any other machine of that type the controller was        created on the base of modern elements including user        programmable gate arrays        the controller allows to digitize a input signal with different        resolutions its flexible architecture makes possible to change        technical parameters instead of tv signal one can process any        other analog signal including signals from slowspeed scanning        devices        the controller has the following technical characteristics         memory volume  from 256 k to 2 mb          resolution when working with standard video signal  from 64x64        to 1024x512 pixels          resolution when working in slow input regime  up to 2048x1024        pixels         video signal capture time  40 ms         maximum size of a screen when memory volume is 2mb  2048x1024        pixels          number of gray level  256          clock rate for input  up to 30 mhz          4 input video multiplexer          inputoutput lookup table lut         possibility to realize scroll and zoom                      8 lines for external synchronization an input using external        controlling signal          electronic adjustment of black and white reference for analog         digital converter         possibility output image to the color rgb monitor        one can change all listed above functions and parameters of the        controller by reprogramming it                 image processor vs100               image processor vs100 allows to digitize and process tv        signal in real time it is possible digitize tv signal with        5125128 resolution and realize arithmetic and logic operation        with two images             processor was created on the base of modern elements        including user programmable gate arrays and designed as a board        for pc             memory volume allows write to the 256 frames with 5125128        format it is possible to accumulate until 16 images             the processor has the following technical characteristics         memory volume to 64 mb         number of the gray level  256         4 input video multiplexer         inputoutput lookup table         electronic adjustment for black and white adc reference         image size from 256256 to 81928192         possibility color and black  white output         possibility input from slowscan video sources                                     ,1
483,1358,subject re gamma ray bursters  where are they  from belgarathvax1mankatomsusedu organization mankato state university nntppostinghost vax1mankatomsusedu lines 67  in article 1radsrattaccessdigexnet prbaccessdigexcom pat writes    what  evidence  indicates that gamma ray bursters are very far away    given the enormous  power  i was just wondering  what if they are  quantum  black holes or something  like that  fairly close by    why would they have to be at  galactic ranges       my own pet theory is that its  flying saucers  entering  hyperspace     but the reason i am asking is that most everyone assumes  that they  are  colliding nuetron stars  or  spinning black holes  i just wondered  if any mechanism could exist  and place them  closer in    pat           well lets seei took a class on this last fall and i have no notes so ill try to wing it           heres how i understand it remember from stellar evolution that  black holes and neutron starspulsars are formed from high mass stars mstar14msun  high mass stars live fast and burn hard taking appoximately 105107 years before going nova or supernova  in this time they dont live long enough to get perturbed out of the galactic plane so any of these if assumed to be the sources of grbs will be in the plane of the galaxy           then we take the catalog of bursts that have been recieved from the various satellites around the solar system pioneer venus has one either pion 10 or 11 ginga and of course batse and we do distribution tests on our catalog  these tests all  show that the bursts have an isotropic distributionevenly spread out in a radial direction and they show signs of homogeneity ie they do not clump in any one direction  so unless we are sampling the area inside the disk of the galaxy we are sampling the universe not cool if you want to figure out what the hell caused these things  now i suppose you are saying well we stil only may be sampling from inside the disk  well not necessarily  remember we have what is more or less an interplanetary network of burst detectors with a baseline that goes waaaay out to beyond plutopioneer 11 so we should be able with all of our detectors de tect some sort of difference in angle from satellite to satellite  heres an  analogy  you see a plane overhead  you measure the angle of the plane from the origin of your arbitrary coordinate system  one of your friends a mile away sees the same plane and measures the angle from the zero point of his arbitrary system which is the same as yours  the two angles are different and you should be able to triangulate the position of your burst and maybe find a source  to my knowledge no one has been able to do this           i should throw in why halo and corona models dont work also  as i said before looking at the possible astrophysics of the bursts short timescales high energy black holes and pulsars exhibit much of this type of behavior  if this is the case as i said before these stars seem to be bound to the disk of the galaxy especially the most energetic of the these sources when you look at a simulated model where the bursts are confined to the disk but you sample out to large distances say 750 mpc you should definitely see not only an anisotropy towards you in all direction but a clumping of sources  in the direction of the  galactic center  as i said before there is none of these characteristics                    i think thats all of itif someone needs clarification or knows something that i dont know by all means correct me  i had the honor of taking the bursts class with the person who has done the modeling of these different distributions so we pretty much kicked around every possible distribution there was and some very outrageous sources colliding pulsars black holes pulsars that are slowing downstuff like that   its a fun field          complaints and corrections to belgarathvax1mankatomsusedu or  post here                                                           jeremy           ,2
484,341,from mark a cartwright markcemxutexasedu subject re tiff philosophical significance of 42 silly organization university of texas  austin comp center lines 21 distribution world nntppostinghost aliesterccutexasedu xuseragent nuntius v11  well  42 is 101010 binary and who would forget that its the answer to the question of life the universe and everything else that is to quote douglas adams in a round about way  of course the question has not yet been discovered   mark a cartwright n5snp university of texas  austin computation center graphics facility markcemxutexasedu markcsiriusccutexasedu markchermeschpcutexasedu 5124713241 x 362  ppasel 992  a often in error never in doubt b this situation has no gravity i would like a refund please ,1
485,254,from abnovaccpurdueedu allen b subject re point within a polygon keywords obfuscated postscript organization purdue university lines 60  in article jonasy734802983gouraud jonasyisyliuse jonas yngvesson   writes  intersection between a line and a polygon undecidable  9by dave baraff tom duff    9from debcharismagraphicscornelledu  in recent years many geometric problems have been successfully modeled in a  new language called postscript  see postscript language by adobe systems  incorporated isbn  0201101793 co 1985    so given a line l and a polygon p we can write a postscript program that  draws the line l and the polygon p and then outputs the answer  by  output we mean the program executes a command called showpage which  actually prints a page of paper containing the line and the polygon  a quick  examination of the paper provides an answer to the reduced problem q and   thus  the original problem  curiously in modern postscript the point in a polygon problem can be solved even more easily  to wit   title point in polygon creator allen b abccpurdueedu for the amusement of compgraphics regulars languagelevel 2 documentneededresource humor sense thereof endcomments   this program will test whether a point is inside a given polygon  currently it uses the evenodd rule but that can be changed by  replacing ineofill with infill  these are level 2 operators  so if youve only got level 1 youre out of luck   the result will be printed on the output stream   caution only accurate to device pixels  put a huge scale in first if you arent sure   point to test  put x and y coordinates here  50 75   vertices of polygon in counterclockwise order  put array of pairs of coordinates here     0   0   100   0   100 100    67 100    67  50    33  50    33 100     0 100    dup 0 get aload pop moveto dup length 1 dup 3 1 roll sub getinterval  aload pop lineto  forall closepath ineofill  yes   no  ifelse  ,1
486,635,from robrjckuucp robert jc kyanko subject re vga 640x400 graphics mode distribution world organization neptune software inc lines 26  dutc0006studenttcumnedu writes in article c5g7qbbmpnews2cisumnedu    some vesa bioss support this mode 0x100  and any vga should be able to  support this 640x480 by 256 colors since it only requires 256000 bytes  my 8514a vesa tsr supports this its the only vesa mode by card can support  due to 8514a restrictions a wdparadise      i am not responsible for anything i do or say  im just an opinion               robert jc kyanko robrjckuucp    9ahh no  possibly you punched in the wrong numbers on your  calculator  256 color modes take a byte per pixel so 640 time 480 is  307200 which is 300k to be exact  640x400x256 only takes 250k but i  dont think it is a bios mode  i wouldnt bet that all vga cards can do  that either  if a vga card has 512k i bet it can do both 640x400 and  640x480  that by definition is svga though not very high svga    yes i did punch in the wrong numbers working too many late nites  i intended on stating 640x400 is 256000 bytes  its not in the bios just my vesa tsr   i am not responsible for anything i do or say  im just an opinion              robert jc kyanko robrjckuucp ,1
487,387,from ricardorchlandvnetibmcom ricardo hernandez muchado subject re rumours about 3do  disclaimer this posting represents the posters views not necessarily those of ibm nntppostinghost rs43873rchlandibmcom organization ibm rochester lines 74  in article 1993apr1516494011632mercuryuntedu sean mcmains mcmainsuntedu writes  in article 1993apr1514484319549rchlandibmcom ricardo hernandez  muchado ricardorchlandvnetibmcom writes     and cdis cpu doesnt help much either  i understand it is  a 68070 supposedly a variation of a 6800068010 running at something  like 7mhz  with this speed you truly need sprites    wow a 68070 id be very interested to get my hands on one of these  especially considering the fact that motorola has not yet released the  68060 which is supposedly the next in the 680x0 lineup 8d     sean the 68070 exists      ricardo the animation playback to which lawrence was referring in an  earlier post is plain old quicktime 15 with the compact video codec  ive seen digitized video some of apples early commercials to be  precise running on a centris 650 at about 30fps very nicely 16bit  color depth i would expect that using the same algorithm a risc  processor should be able to approach fullscreen fullmotion animation  though as youve implied the processor will be taxed more with highly  dynamic material    sean mcmains               check out the gopher     phone8175652039  university of north texas  new bands info server    fax  8175654060  po box 13495             at seanmacacsuntedu   email  denton tx 76203                                      mcmainsuntedu      sean i dont want to get into a miniwar by what i am going to say but i have to be a little bit skeptic about the performance you are claiming on the centris youll see why please noflames i reserve those for csma       i was in chicago in the last consumer electronics show and apple had a booth there  i walked by and they were showing realtime video capture using a radious or supermac card to digitize and make right on the spot quicktime movies  i think the quicktime they were using was the old one 15     they digitized a guy talking there in 160x2xx something  it played back quite nicely and in real time  the guy then expanded the window resized to 25x by 3xx 320 in y i think and the frame rate decreased enough to notice that it wasnt 30fps or about 30fps anymore  it dropped to like 15 fps  then he increased it just a bit more and it dropped to 1012 fps      then i asked him what mac he was using he was using a quadra dont know what model 900 to do it and he was telling the guys there that the quicktime could play back at the same speed even on an lcii     well i spoiled his claim so to say since a 68040 quadra mac was having a little bit of trouble  and this wasnt even from the hardisk  this was from memory     could it be that you saw either a newer version of quicktime or some hardware assisted centris or another software product running the  animation like supposedly macrominds accelerator     dont misunderstand me i just want to clarify this     but for the sake of the posting about a computer doing it or not i can claim 320x200 a tad more with overscan being done in 256000 colors in  my computer not from the hardisk at 30fps with scala mm210     but i agree if we consider mpeg stuff i think a multimedia consumer lowpriced box has a lot of market i just think 3do would make it  no longer cdi   raist  new a1200 owner   3201280 in x 200600 in y in 256000 colors from a 24bit palette  i love it new low fat sig dont email me  i dont have a valid address nor can i send email     ,1
488,1111,from simoncyklopnadakthse simon tardell subject re sunrise sunset times nntppostinghost cyklopnadakthse organization royal institute of technology stockholm sweden lines 14  in 1993apr2114182423536cbisecedrexeledu jpwcbisecedrexeledu joseph wetstein writes  hello i am looking for a program or algorithm that can be used to compute sunrise and sunset times  i would appreciate any advice  i once thought it would be easiest fitting a sine to the times but not this gave  discrepancy of upto six minutes if you fit a sine series youll get a very good fit after just three or four terms though this presumably has to do with the eccentricity of the earths orbit    simon tardell ff88 simonnadakthse              vga vgra cgs ,2
489,970,from baalkekelvinjplnasagov ron baalke subject re comet in temporary orbit around jupiter organization jet propulsion laboratory lines 30 distribution world nntppostinghost kelvinjplnasagov newssoftware vaxvms vnews 141      in article 1psfanpj0accessdigexnet prbaccessdigexcom pat writes in article 6apr199314571378kelvinjplnasagov baalkekelvinjplnasagov ron baalke writes comet gehrels 3 which was discovered in 1977 was determined to have been in a temporary jovian orbit from 1970 to 1973  comet shoemakerlevy 1993e may remain in orbit around jupiter long enough to allow galileo to make some closeup observations  the orbital trajectory for comet shoemakerlevy is still being determined a   what about positional uncertainties in sl 1993e     if comet shoemakerlevy 1993e is in jovian orbit and if the comet is still hanging around when galileo arrives then im sure it will be added to the list of targets  well have by then over two years of earthbased observations to help narrow down the positions of the pieces of the comet it probably wont be too much different than what was done with gaspra  but when they were imaging toutatis  galileo did not image toutatis  that came from earthbased radar                                 ron baalke          baalkekelvinjplnasagov                    jet propulsion lab               ms 5253684 telos  being cynical never helps              pasadena ca 91109  to correct the situation                                 and causes more aggravation                                                    instead ,2
490,779,from sloancisuabedu kenneth sloan subject re removing distortion from bitmapped drawings organization cis university of alabama at birmingham lines 135  in article 1993apr1914103424731sctccom boebertsctccom earl boebert writes lets say you have a scanned image of a line drawing in this case a boat but it could be anything  on the drawing you have a set of reference points whose true xy positions are known    now you digitize the drawing manually in this case using yaron danons excellent digitize program  that is you use a program which converts cursor positions to xy and saves those values when you click the mouse  upon digitizing you notice that the reference point values that come out of the digitizing process differ in small but significant ways from the known true values  this is understandable because the scanned drawing is a reproduction of the original and there are successive sources of distortion such as differential expansion and contraction of paper errors introduced in the printing process scanner errors and what have you  the errors are not uniform over the entire drawing so global adjustments such as stretchingcontracting uniformly over x or y or rotating the whole drawing are not satisfactory  so the question is does any kind soul know of an algorithm for removing such distortion  in particular if i have three sets of points   referencexy the known true values  distortedreferencexy the same points with known errors  distorteddataxy other points with unknown errors  what function of reference and distorted could i apply to distorteddata to remove the errors  i suspect the problem could be solved by treating the distorted reference points as resulting from the projection of a bumpy 3d surface solving for the surface and then flattening it to remove the errors in the other data points  it helps to have some idea of the source of the distortion  or at least a reasonable model of the class of distortion  below is a very short description of the process which we use if you have further questions feel free to poke me via email   assume locally smooth distortion  0 compute the delaunay triangulation of your xy points  this    defines the set of neighbors for each point  if your data are    not naturally convex you may have very long edges on the convex hull    consider deleting these edges  1 now there are two goals      a move the distorteddataxy to the referencexy     b keep the lengthe as measured from the current xys        as close as possible to the digitizedlengthe as measured         using the digitized xys  2 for every point compute a displacement based on a and b  for    example      a for xy points for which you know the referencexy you        can move alpha0referencexy  currentxy   this will        slowly move the distortedreferencexy towards the        referencexy      b for all other points examine the current length of each edge        for each edge compute a displacement which would make that edge        the correct length where correct is the digitizedlength         take the vector sum of these edge displacements and move the        point alpha1sumofedgedisplacements  this will keep the        triangulated mesh consistent with your digitized mesh  3 iterate 2 until you are happy for example no point moves very much  alpha0 and alpha1 need to be determined by experimentation   consider how much you believe the referencexy  ie do you absolutely insist on the final points exactly matching the references or do you want to balance some error in matching the reference against changes in length of the edges  warning there are a couple of geometric invariants which must be observed essentially you cant allow the convex hull to change and you cant allow triangles to fold over neighboring triangles  both of these can be handled either by special case checks on the motion of individual points or by periodically retriangulating the points using  the current positions  but still calculating digitizedlength from the original positions  when we first did this the triangulation time was prohibitive so we only did it once  if i were motivated to try and change code that has been working in production mode for 5 years i might go back and retriangulate on every iteration  if you have more compute power than you know what to do with you might consider having every point interact with every other pointbut first read up on linear solutions to the nbody problem  there are lots of papers in the last 10 years of siggraph proceedings on springs constraints  and energy calculations which are relevant  the above method is described in more or less detail in  inproceedingssloan86 authorsloan jr kenneth r and david meyers and christine acurcio titlereconstruction and display of the retina booktitleproceedings graphics interface 86 vision interface 86 addressvancouver canada pages385389 monthmay year1986    techreportcurcio87b authorchristine acurcio and kenneth rsloan and david meyers titlecomputer methods for sampling reconstruction display and analysis of retinal whole mounts numbertr 871203 institutiondepartment of computer science university of washington addressseattle wa monthdecember year1987    articlecurcio89 authorchristine acurcio and kenneth rsloan and david meyers titlecomputer methods for sampling reconstruction display and analysis of retinal whole mounts journalvision research volume29 number5 pages529540 year1989        kenneth sloan                   computer and information sciences sloancisuabedu               university of alabama at birmingham 205 9342213                  115a campbell hall uab station  205 9345473 fax              birmingham al 352941170 ,1
491,823,from ch981clevelandfreenetedu tony alicea subject rosicrucian orders  organization case western reserve university cleveland oh usa lines 22 replyto ch981clevelandfreenetedu tony alicea nntppostinghost helainscwruedu   kent       you say that  there are about 410 competing rosicrucian orders existing today                        most of them are spinoffs from oto and other competing organizations from the 19th century francegermany maybe i should write an article                         please dont   about all this i spent some time investigating these organizations and their conceptual world view systems       name just three really competing rosicrucian orders i have probably spent more time than you doing the same        none of them are spinoffs from oto the opposite may be the case   study harder  tony ,3
492,1617,from bilokcforumosrheedu bill conner subject re some thoughts nntppostinghost okcforumosrheedu organization okcforum unix users group xnewsreader tin version 11 pl9 lines 18  kent sandvik sandviknewtonapplecom wrote  in article 11838viceicotekcom bobbeviceicotekcom robert  beauchaine wrote     someone spank me if im wrong but didnt lord liar or lunatic     originate with cs lewis  whos this campollo fellow anyway   i do think so and isnt there a clear connection with the i do  believe because it is absurd notion by one of the original  christians origen  there is a similar statement attributed to anselm i believe so that i may understand in both cases reason is somewhat less exalted than anyone posting here could accept which means that neither statement can be properly analysed in this venue  bill   ,0
493,827,from dsnyderfalconaamrlwpafbafmil subject re real time graphics distribution na organization usaf alcfh wpafb dayton oh lines 27  in article 1993apr51144282061falconaamrlwpafbafmil dsnyderfalconaamrlwpafbafmil writes  in article c4va9rkk7tauruscsnpsnavymil stockeloahuocnpsnavymil jim stockel writes  hi        opps  typed in the phone numbers wrong  here are the correct numbers       for a commerical package try wave from  precision visuals                                               3035309000       for a free package try khoros from university of new mexico                                          5052776563                                       ftp from                                ptrgeeceunmedu        login in anonyomus or ftp  with a valid email address as the password                 cd pubkhorosrelease ,1
494,989,from esuoccsvwarwickacuk ajay soni subject re please recommend 3d graphics library for m organization computing services university of warwick uk lines 44 distribution world replyto esuoccsvwarwickacuk nntppostinghost thymecsvwarwickacuk     in article 2g1bcsteccaboeingcom rgc3679bcsteccaboeingcom robert g carpenter writes hi netters  im building a cad package and need a 3d graphics library that can handle some rudimentry tasks such as hidden line removal shading animation etc  can you please offer some recommendations  ill also need contact info name address email if you can find it  thanks  please post your responses in case others have same need  bob carpenter   ive been given the sites of some excellent 3d objects on all sorts of file formats  heres where they are   host plazaaarneteduau      location graphicsgraphicsmirrors       directory drwxrxrx        512  apr  4 1432  avalonchinalakenavymil  host compute1ccncsuedu      location mirrorswustlgraphicsgraphicsmirrors       directory drwxrxrx        512  mar 14 0915  avalonchinalakenavymil  host wuarchivewustledu      location graphicsgraphicsmirrors       directory drwxrxrx        512  jan  3 0629  avalonchinalakenavymil   see ya 99999ajay 8   ,1
495,1182,from keithccocaltechedu keith allan schneider subject re political atheists organization california institute of technology pasadena lines 57 nntppostinghost lloydcaltechedu  mmwangadobecom michael wang writes  i was looking for a rigorous definition because otherwise we would be spending the rest of our lives arguing what a christian really believes  i dont think we need to argue about this  ksdo you think that the motto points out that this country is proud ksof its freedom of religion and that this is something that ksdistinguishes us from many other countries mwno kswell your opinion is not shared by most people i gather perhaps not but that is because those seeking to make government recognize christianity as the dominant religion in this country do not think they are infringing on the rights of others who do not share their beliefs  yes but also many people who are not trying to make government recognize christianity as the dominant religion in this country do no think the motto infringes upon the rights of others who do not share their beliefs  and actually i think that the government already does recognize that christianity is the dominant religion in this country  i mean it is dont you realizerecognize this  this isnt to say that we are supposed to believe the teachings of christianity just that most people do  like ive said before i personally dont think the motto is a major concern  if you agree with me then what are we discussing  kssince most people dont seem to associate christmas with jesus much ksanymore i dont see what the problem is can you prove your assertion that most people in the us dont associate christmas with jesus anymore  no but i hear quite a bit about christmas and little if anything about jesus  wouldnt this figure be more prominent if the holiday were really associated to a high degree with him  or are you saying that the association with jesus is on a personal level and that everyone thinks about it but just never talks about it  that is can you prove that most people do associate christmas most importantly with jesus  anyways the point again is that there are people who do associate christmas with jesus it doesnt matter if these people are a majority or not  i think the numbers do matter  it takes a majority or at least a majority of those in power to discriminate  doesnt it  keith ,0
496,1009,from brianlplarizonaedu brian ceccarelli 6026219615 subject re 14 apr 93   gods promise in 1 john 1 7 organization lunar  planetary laboratory tucson az lines 66  brian kendig writes    lev 1711 for the life of the flesh is in the blood and i have given   it to you upon the altar to make atonement for your souls for it is   the blood that makes atonement for the soul  the old testament was very big on the eye for an eye business  it makes sense that leviticus would support physical injury to repay moral wrongdoing  brian k guess what  you missed the point  on a scale from cold to hot you are at 0 degrees kelvin  i know about sanctification  ive been taught all about it in sunday school catechism class and theology classes  but even after all that i still cant accept it  maybe im still not understanding it or maybe im just understanding it all too well  then as you understand it what is it  from the bottom of my heart i know that the punishment of an innocent man is wrong  yes  i agree with that  but what does that have to do with jesus punishment you say  jesus did not regard his death as punishment   ive tried repeatedly over the course of several years to accept it but i just cant   good  i wouldnt eithernot the way you understand it    if you can explain to me why the death of jesus was a good thing then i would be very glad to hear it and you might even convert me be warned however that ive heard all the most common arguments before and they just dont convince me  ask jesus himself  he himself said why in john 122332  it isnt a mystery to anyone and there certainly is no need for a persuasive argument   read jesuss own reply to your question  jesus gives more reasons in john 167  but one obvious reason why jesus died and as with everything else it has nothing do with his punishment was that he could rise to life againso that we would stop doubting and believe john 2127  the fact that jesus rose from the dead is my hope that i too will rise from the dead  it is an obvious point  do not overlook it without this obvious point i would have no hope and my faith would be vanity  why did jesus suffer in his death  again ask jesus  jesus says why in john 151825   thats no mystery either  the world hates him without reason  it is a direct proclamation of how far we humans botch things up and thus how much we need a saviour  and why cant you brian k accept this  how can you  the world cannot accept him because it neither sees him nor knows him  john 1417   the animosity and the lack of knowledge that comes out in your twistings of roberts daily verses is very convincing testimony of the truth of john 1417 and 1625 i pray and hope that i do blurt out such animosity and lack of knowledge i am not perfect either  but regardless of that i thank god that jesus revealed himself to me without whom id also be bumbling about blindly though arrogantly slandering the very person who created me and who loves me ,3
497,1851,from st002649brownvmbrownedu alex gottschalk subject re 666 the number of the beast viewer discr organization brown university  providence rhode island  usa lines 15 nntppostinghost brownvmbrownedu xnewssoftware bnn via bnnpost v10 beta  in article c4j571k3driceedu swaimowlnetriceedu michael parks swaim said posted on 27 mar 1993 at 001613 by michael parks swaim in article c4him1brfcspsuedu jdhmathpsuedu jeremy d hall writes well i will do the math and i get  6662189739336  this mean anything to anyone    515 thus fitting in neatly with something else  ºand everything under the sun is in tune    º what was jabba the º ºnd the sun is eclipsed by the moon             º  hut smoking      º º                           pink floyd          º         alex      º º                             eclipse           º           curious   º ººº ,3
498,1480,from i3150101dbstu1rztubsde benedikt rosenau subject re wholly babble was re free moral agency organization technical university braunschweig germany lines 10  in article 29441590645p00261psilinkcom robert knowles p00261psilinkcom writes   deletion of course there is also the book of the subgenius and that whole collection of writings as well     does someone know a ftp site with it    benedikt ,0
499,1258,from kennumitsmdatafi kenneth falck subject re cview answers organization microdata international telecomm service nntppostinghost mitsmdatafi lines 32  in article c5mv2n49trahulnet bryanwrahulnet bryan woodworth writes in 1993apr1711322312092imagfr schaeferimagimagfr arno schaefer writes  sorry bryan this is not quite correct remember the vgalib package that comes with linuxsls it will switch to vga 320x200x256 mode without xwindows so at least it is possible to write a gif viewer under linux however i dont think that there exists a similar svga package and viewing gifs in 320x200 is not very nice  no vgalib  amazing  i guess it was lost in all those subdirs  thanks for correcting me  it doesnt sound very appealing though only 320x200  im glad it wasnt something major i missed  tommy frandsens vgalib which is probably what youre talking about will do the standard vga modes some tweaked modes and then the tseng et4000 super vga modes i have an et4000 and im viewing gifs at 640x480256 i have a lousysmall monitor with dpgview on linux i think i had to change some constants in the dpgview sources to make it use the et4k modes  vgalibs sources seem to be designed for easy addition of new super vga support each mode is an array of register values and theres a program that dumps an array declaration of this kind describing the current mode havent tried it though  btw my version of vgalib is 12    kennumitsmdatafi try linux a free unix by linus torvalds for 386s read composlinux or ask me by email if you like for more information you can run x11 tex gnu emacs and much more on top of a nice posix environment ,1
500,599,from ch981clevelandfreenetedu tony alicea subject re rosicrucian orders  organization case western reserve university cleveland oh usa lines 22 replyto ch981clevelandfreenetedu tony alicea nntppostinghost helainscwruedu   in a previous article bamrcnextcsouiucedu ba davishowe says   on the subject of how many competing rc orders there are let me point out the golden dawn is only the outer order of that tradition  the inner order is the roseae rubeae et aurae crucis     9just wondering do you mean the lectorium rosicrucianum warning there is no point in arguing whos legit and whos not which golden dawn are you talking about  9just for the sake of argument reflecting no affiliation i am going to say that the true rosicrucian order is the fraternitas rosae crucis in quakertown penn  9any takers   fraternally  tony ,3
501,740,from b645zawutarlgutaedu stephen subject re a kind and loving god newssoftware vaxvms vnews 141     nntppostinghost utarlgutaedu organization the university of texas at arlington lines 29  in article sandvik150493181533sandvikkentapplecom  sandviknewtonapplecom kent sandvik writes  in article 1993apr1520023110206raroyalroadsca mleepostroyalroadsca malcolm lee wrote  these laws written for the israelites   remember these laws were written for a different time and applied  only to gods chosen people  but jesus has changed all of that  we  are living in the age of grace  sin is no longer immediately punishable  by death  there is repentance and there is salvation through our  lord jesus christ  and not just for a few chosen people  salvation  is available to everyone jew and gentile alike   jews wont agree with you malcolm  which jews ks   ex as a people as a language religiously politically or   do you mean those jews who are gods chosen  and malcolm please if you will set your word wrap at 75 or less  to avoid clutter       j          stephen ,3
